component,date,value,title,vintage_date,units,freq,seas_adj,updated
CPIAPPSL,2022-02-01,126.342,Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CPIAPPSL,2022-03-01,127.044,Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CPIAPPSL,2022-04-01,126.087,Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CPIAPPSL,2022-05-01,126.927,Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CPIAPPSL,2022-06-01,127.929,Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CPIAPPSL,2022-07-01,127.818,Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CPIAPPSL,2022-08-01,128.091,Consumer Price Index for All Urban Consumers: Apparel in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-01-01,136.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-02-01,137.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-03-01,137.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-04-01,138.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-05-01,139.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-06-01,140,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-07-01,140.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-08-01,141,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-09-01,141.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-10-01,142,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-11-01,142.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1990-12-01,143,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-01-01,144.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-02-01,144.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-03-01,144.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-04-01,144.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-05-01,145.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-06-01,145.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-07-01,145.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-08-01,146,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-09-01,146.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-10-01,147,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-11-01,148.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1991-12-01,148,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-01-01,148.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-02-01,149.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-03-01,149.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-04-01,150.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-05-01,150.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-06-01,151.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-07-01,152,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-08-01,152.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-09-01,152.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-10-01,153,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-11-01,153.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1992-12-01,154,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-01-01,153.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-02-01,154.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-03-01,154.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-04-01,154.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-05-01,156.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-06-01,156.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-07-01,156.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-08-01,156.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-09-01,157.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-10-01,158.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-11-01,158.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1993-12-01,159.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-01-01,160.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-02-01,161,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-03-01,160.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-04-01,162.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-05-01,162.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-06-01,163,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-07-01,163.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-08-01,164.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-09-01,164.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-10-01,164.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-11-01,164.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1994-12-01,164.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-01-01,164.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-02-01,165.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-03-01,165.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-04-01,166.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-05-01,166.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-06-01,167,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-07-01,167.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-08-01,168.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-09-01,168.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-10-01,169.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-11-01,169.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1995-12-01,170.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-01-01,171.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-02-01,171.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-03-01,172.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-04-01,173.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-05-01,173.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-06-01,173.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-07-01,174.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-08-01,174.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-09-01,174.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-10-01,175.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-11-01,176.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1996-12-01,176.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-01-01,176.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-02-01,176.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-03-01,177.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-04-01,176.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-05-01,176.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-06-01,177.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-07-01,177.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-08-01,177.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-09-01,178.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-10-01,178.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-11-01,178.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1997-12-01,178.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-01-01,179.2,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-02-01,179.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-03-01,180,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-04-01,180.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-05-01,180.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-06-01,181,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-07-01,181.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-08-01,181.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-09-01,182.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-10-01,182.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-11-01,182.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1998-12-01,182.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-01-01,184.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-02-01,183.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-03-01,184,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-04-01,184.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-05-01,185,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-06-01,185,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-07-01,185.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-08-01,184,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-09-01,185.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-10-01,185.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-11-01,185.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,1999-12-01,186.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-01-01,185.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-02-01,186,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-03-01,186.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-04-01,187.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-05-01,188.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-06-01,186.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-07-01,188.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-08-01,189,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-09-01,188.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-10-01,190.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-11-01,190.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2000-12-01,191.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-01-01,191.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-02-01,191.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-03-01,192.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-04-01,192.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-05-01,192.8,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-06-01,193.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-07-01,193.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-08-01,195,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-09-01,195.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-10-01,195.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-11-01,196.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2001-12-01,196.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-01-01,197,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-02-01,197.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-03-01,197.3,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-04-01,197.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-05-01,197.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-06-01,197.9,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-07-01,197.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-08-01,197.7,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-09-01,198.6,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-10-01,199.1,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-11-01,199.4,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SAF111,2002-12-01,198.5,Consumer Price Index for All Urban Consumers: Cereals and Bakery Products in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
